-66.7851,
-27.7851,
-29.4626,
-25.8384,
-10.9941,
8.37243,
-16.7386,
-8.33693,
-3.38621,
-62.3958,
-34.1408,
-41.105,
-22.2542,
15.1632,
-20.6386,
3.10326,
4.41577,
-19.981,
-21.1132,
-45.185,
-16.2769,
-5.75998,
-33.0444,
-6.50809,
-4.91826,
-11.2161,
-26.3968,
-1.86125,
21.9894,
-3.83086,
-20.5067,
-17.011,
29.0865,
-21.1023,
21.9757,
25.51,
10.7999,
-4.56455,
10.3914,
11.4884,
33.2345,
28.1746,
25.9426,
-0.418872,
54.9286,
-0.646567,
44.7115,
27.2104,
30.5319,
34.103,
24.0636,
47.357,
14.5718,
25.5822,
31.9778,
21.2351,
64.4367,
21.6688,
3.62282,
51.0515,
26.9354,
43.7736,
33.5228,
-9.91444,
48.9706,
69.9012,
76.9118,
75.4282,
-9.18805,
36.8362,
50.8573,
59.8951,
72.1474,
43.033,
-2.19352,
56.4976,
35.1432,
83.1414,
39.229,
-6.58331,
72.8261,
68.5449,
31.3956,
42.7353,
51.2133,
16.2508,
23.8618,
40.8523,
36.9712,
59.8225,
65.9429,
41.2517,
73.4531,
59.0817,
7.1439,
41.8438,
29.9046,
-3.71408,
27.1679,
49.1674,
51.4213,
41.6479,
41.5202,
37.1925,
38.9948,
16.4414,
40.9141,
59.4711,
50.7378,
64.4073,
-0.568162,
31.3754,
38.5083,
38.7069,
9.03252,
25.5251,
28.2539,
43.5177,
25.5369,
33.9955,
79.149,
59.9497,
49.8478,
68.1787,
52.5857,
56.2636,
7.91647,
36.7336,
7.8238,
29.856,
54.3584,
35.2657,
58.6977,
60.5485,
29.6251,
47.0319,
12.8263,
37.4051,
39.0047,
41.4662,
43.233,
12.2834,
12.8532,
99.8744,
56.4816,
37.7635,
67.0465,
32.8139,
51.1835,
31.9934,
25.9673,
30.4498,
22.9463,
71.2825,
87.9996,
63.9557,
68.067,
20.073,
0.839234,
43.6931,
22.5446,
44.6631,
62.6281,
21.902,
44.9793,
44.2,
6.58522,
56.7697,
54.3136,
64.402,
81.0574,
28.24,
49.8298,
46.49,
46.9271,
-12.7039,
41.7362,
21.8688,
51.7226,
26.2512,
21.5274,
84.4674,
42.6195,
8.2326,
49.9194,
-2.71266,
65.0862,
58.351,
55.8591,
95.6534,
39.7303,
31.632,
-10.7292,
21.7154,
51.4,
49.6659,
66.187,
52.5635,
59.831,
17.8,
65.9208,
47.1368,
53.2205,
65.4949,
47.0511,
19.7213,
1.50806,
49.6738,
34.3071,
26.6941,
30.3764,
44.6611,
52.0076,
18.6848,
79.2255,
26.1035,
34.3481,
19.0991,
21.4232,
61.8689,
80.2379,
41.6383,
41.8857,
-1.79589,
42.0929,
39.7068,
65.144,
4.07828,
34.6954,
16.8277,
47.3696,
88.3922,
2.1583,
73.2393,
32.887,
14.7504,
80.7417,
58.6665,
38.4468,
28.9811,
25.3834,
-5.25125,
15.018,
7.75423,
22.2346,
16.4344,
62.3713,
17.8174,
70.7854,
42.7397,
49.1439,
79.0678,
29.6172,
49.8882,
22.4937,
32.1943,
28.9724,
57.6141,
65.6269,
15.933,
82.1842,
63.5742,
35.6546,
36.8848,
66.1563,
44.5216,
24.7263,
15.9813,
11.3251,
7.30312,
33.9673,
12.5916,
20.5931,
97.6967,
11.2396,
71.9253,
27.3752,
42.4387,
5.59348,
53.396,
44.2428,
29.3042,
38.8118,
37.5627,
28.0768,
15.3577,
32.3398,
-1.12015,
29.9516,
45.9875,
32.6639,
35.4358,
27.0616,
44.2141,
-1.85773,
35.8287,
-15.5541,
14.8945,
49.1843,
63.2659,
50.8171,
48.8825,
59.8929,
13.1916,
10.7119,
40.3894,
56.815,
68.2311,
32.453,
31.5723,
27.2101,
30.2676,
7.56553,
33.4131,
76.6536,
39.1536,
33.7944,
20.3912,
65.3108,
18.4968,
36.8082,
35.3907,
56.233,
39.6634,
41.9955,
5.78029,
40.1942,
35.4115,
43.9888,
62.7889,
48.8995,
45.2497,
40.3797,
-10.57,
53.7504,
41.3389,
22.3469,
61.6299,
41.0569,
15.998,
4.3755,
14.5839,
20.2528,
58.53,
54.5921,
32.0465,
57.6023,
21.1269,
23.2747,
30.222,
55.1893,
27.3024,
59.5622,
66.4709,
50.225,
-4.88373,
11.5178,
55.3116,
66.0397,
40.0046,
50.3969,
54.4859,
75.653,
62.4484,
41.6907,
49.2933,
38.7367,
75.4788,
59.0475,
49.1397,
63.2962,
87.538,
18.4624,
5.36208,
3.7739,
1.69843,
44.4341,
49.9147,
55.282,
70.3858,
53.5463,
78.2299,
62.5259,
-4.14378,
40.056,
70.8966,
40.2187,
67.1727,
28.587,
52.2581,
45.0701,
51.8374,
66.248,
18.0863,
73.4407,
45.9482,
17.7037,
37.7707,
67.0008,
63.959,
48.6925,
33.3287,
-0.129334,
27.741,
26.6923,
16.466,
30.7553,
18.6382,
18.6805,
19.9951,
57.2039,
38.7933,
49.4588,
61.4313,
56.3,
25.811,
