-37.6439,
-2.60328,
-18.6964,
-40.1819,
0.896465,
-10.1461,
-33.2715,
-39.2668,
-7.53001,
7.00044,
11.2047,
0.271474,
-5.81612,
-50.0172,
-2.53444,
3.02536,
6.75114,
-7.55126,
18.1681,
15.7387,
20.9041,
-19.3455,
-13.0849,
-23.5479,
-49.963,
33.1979,
22.6143,
-16.8242,
-44.4855,
-38.2606,
-3.66638,
-31.7848,
-13.3199,
-30.39,
-25.0266,
4.76481,
-11.2999,
-38.0997,
-12.6093,
-14.6705,
-15.649,
-30.8363,
-9.72043,
-32.412,
-49.1016,
11.7083,
-27.6647,
-24.3082,
-27.9999,
-4.07127,
-19.8081,
-22.2855,
-12.0618,
-42.6423,
-24.261,
7.44981,
-4.73467,
-25.3993,
-18.6374,
-19.4093,
-20.5923,
-3.98498,
-16.5834,
-12.8096,
-5.16486,
-17.5125,
-35.3704,
-35.1222,
-26.0561,
-12.5555,
-21.972,
-20.9256,
-23.9889,
-30.1846,
-25.6157,
-20.4875,
-22.2474,
-39.2954,
-13.5065,
6.78377,
-37.8797,
-13.0749,
-11.9667,
17.6995,
-17.0826,
-1.48894,
-27.535,
-12.4379,
12.2473,
-13.1762,
-6.98309,
-10.8585,
24.2412,
-35.171,
9.70335,
2.27419,
4.39408,
-0.408475,
-1.48376,
-8.29775,
6.78026,
3.21785,
-16.1021,
-9.55151,
-12.049,
-21.3805,
-25.2241,
-25.4063,
-10.2743,
11.3586,
-25.0249,
-14.9478,
-0.951481,
-18.8783,
6.65065,
5.61515,
3.15336,
7.14781,
1.86144,
5.52297,
-2.63853,
-24.1486,
-1.28564,
-8.59002,
6.46731,
-24.9943,
2.63592,
2.16249,
9.10647,
3.79364,
-3.6823,
2.60099,
-19.0526,
21.2384,
-12.4147,
41.6914,
4.99206,
-18.4842,
0.161161,
-3.29475,
8.82927,
-20.3617,
6.13449,
-16.7486,
-12.7746,
-11.1857,
0.107949,
9.42889,
3.72796,
-4.24961,
11.004,
4.32209,
1.62944,
18.3742,
