-37.6439,
25.9464,
2.25508,
-36.2545,
-4.687,
-18.6358,
2.04207,
10.3509,
-7.14793,
4.82289,
-24.7843,
14.0057,
-4.05086,
-11.8449,
-8.19769,
21.9733,
-26.5789,
2.75991,
5.11994,
2.6908,
-28.1674,
-20.7056,
-6.21445,
20.8825,
19.9405,
23.5121,
-26.6307,
0.522111,
6.39342,
-6.61004,
28.8155,
13.4328,
18.2615,
-4.33231,
5.78684,
-20.8825,
8.4853,
3.99281,
23.231,
-2.87102,
-21.1356,
7.68575,
-29.2947,
-13.9485,
-39.3049,
-15.0034,
6.01226,
-10.479,
-23.178,
8.64115,
0.678505,
-25.6214,
-41.0703,
-12.2938,
7.34998,
-30.6269,
2.00092,
-19.3994,
14.7175,
7.84632,
3.42722,
-6.43308,
-3.80703,
6.70842,
1.41102,
11.7481,
7.81261,
-2.08495,
-14.5903,
-14.8199,
-0.835845,
-24.5525,
-3.3177,
-21.8905,
-9.59596,
6.61335,
6.17573,
6.9675,
-8.25276,
14.2473,
-5.86976,
-37.8347,
-37.7015,
-34.6528,
46.7194,
-31.614,
-0.475126,
-29.4391,
-33.513,
-14.0341,
13.4254,
12.9981,
-3.56494,
0.940192,
-13.876,
-16.8632,
-31.3185,
-19.3582,
-7.54729,
11.0852,
-12.1331,
-10.4857,
-8.13208,
-3.13678,
6.36012,
37.8211,
-6.79244,
-0.735099,
17.9723,
12.5495,
-4.54796,
14.7057,
20.2869,
21.5815,
14.1628,
-16.8243,
-22.9838,
-24.2747,
-8.09717,
-7.01217,
-36.1324,
5.99746,
6.88583,
3.05218,
5.08837,
-28.6953,
-20.6671,
-11.487,
-33.2324,
-17.1315,
-0.65788,
-6.64012,
18.9161,
-12.0627,
7.20613,
-0.435057,
-4.78293,
-8.11652,
-30.5483,
16.9127,
18.8383,
1.56244,
-12.6657,
-12.2041,
-11.6233,
-8.03039,
-27.0961,
10.7574,
15.689,
-6.17257,
-29.6515,
0.89447,
-12.0961,
-6.49947,
8.0547,
-4.65805,
15.9838,
3.72226,
-16.8505,
-27.5364,
-26.0868,
-15.6694,
-3.05936,
-5.7396,
6.68755,
-5.24104,
-14.124,
-18.5014,
-14.4308,
-34.843,
-1.07632,
4.74941,
0.00161509,
23.2654,
-6.80573,
-35.9137,
17.4983,
-21.7895,
3.40898,
1.18774,
23.0837,
27.924,
13.9216,
-3.15576,
0.56109,
13.8008,
-5.87548,
3.9788,
-39.0617,
-10.5681,
16.461,
-2.11028,
-14.1617,
-16.9216,
16.6817,
0.968964,
-17.0885,
8.80338,
-1.64695,
-7.61726,
-9.71705,
-15.7366,
-38.1253,
-21.3935,
-46.5279,
2.46578,
-13.2684,
-16.6896,
-22.9209,
0.0915778,
-0.545087,
1.11112,
-21.2825,
3.1771,
5.12825,
2.09767,
-34.3793,
21.5233,
27.0211,
-2.76823,
16.5511,
-0.795166,
0.545681,
-13.5155,
-17.2659,
-2.25725,
-34.9816,
-17.6028,
-0.138279,
-34.6069,
-7.26923,
-15.2955,
-36.4511,
7.5855,
-2.63596,
-1.5229,
-36.1316,
5.18648,
-19.7989,
-28.9585,
-34.4845,
-26.8246,
-33.0464,
-44.1629,
-33.577,
-21.7843,
0.636202,
-2.70517,
-19.6607,
-30.2871,
-32.4735,
-0.0349119,
-21.4849,
-36.0476,
19.5991,
-9.31641,
-12.6928,
19.3553,
-1.6716,
-16.3538,
6.89925,
-27.1569,
-36.1572,
-43.0691,
-15.3829,
29.6756,
-36.7236,
-0.814167,
-1.73782,
8.75296,
-15.4009,
-32.3551,
-1.92067,
38.7362,
-6.42331,
-9.6575,
-7.95721,
-17.6095,
-21.4996,
-11.7075,
-14.2133,
9.90787,
-33.3686,
-20.0169,
13.1877,
-5.44396,
-2.90898,
-13.4037,
-3.35424,
-7.65411,
-20.4311,
-16.8038,
-35.6887,
-11.0647,
-26.6903,
-35.7074,
-9.65068,
-11.2839,
-4.94103,
-6.47261,
3.01923,
7.06917,
-35.1535,
-15.8064,
15.0151,
-18.9826,
4.30082,
-42.7824,
-16.1216,
-25.109,
-12.7377,
12.8328,
-31.3437,
0.949377,
-19.8493,
18.3731,
0.537853,
-25.9253,
-22.1993,
-18.1784,
23.9803,
2.64694,
-7.76479,
-4.35735,
-6.36583,
-16.3824,
-19.2501,
-15.4317,
9.98843,
23.3523,
-24.6743,
-1.61621,
-19.9046,
26.6678,
-22.3393,
-26.9388,
-40.8401,
5.19566,
-11.5022,
0.314602,
3.15115,
22.3984,
-34.9155,
9.7067,
6.17236,
16.3968,
