709.951,
852.466,
954.864,
894.382,
1102.98,
937.909,
1039.14,
849.731,
999.874,
949.955,
719.986,
879.992,
929.996,
979.999,
600,
919.999,
810,
820,
1050,
900,
970,
790,
970,
1070,
840,
1110,
830,
930,
1060,
720,
820,
670,
1050,
880,
1070,
840,
840,
1110,
750,
710,
800,
639.821,
644.338,
744.335,
964.163,
689.546,
669.738,
979.925,
980,
640,
979.998,
720,
770,
1220,
640,
640,
1060,
1010,
940,
880,
1040,
890,
710,
870,
780,
700,
1230,
940,
760,
830,
730,
810,
750,
1000,
710,
660,
1030,
860,
780,
1320,
920,
1080,
1140,
800,
650,
710,
550,
870,
970,
870,
650,
970,
830,
910,
950,
940,
590,
860,
850,
730,
790,
1040,
1090,
750,
700,
950,
780,
930,
940,
630,
830,
810,
910,
860,
940,
1140,
710,
970,
940,
720,
850,
880,
890,
1130,
970,
1110,
980,
980,
950,
720,
820,
950,
1070,
670,
1000,
1160,
630,
790,
780,
680,
820,
990,
770,
860,
830,
1070,
880,
780,
750,
840,
640,
750,
1070,
820,
990,
850,
860,
1030,
950,
670,
500,
630,
1000,
760,
910,
600,
750,
830,
700,
660,
780,
640,
840,
890,
950,
900,
980,
830,
1120,
830,
710,
900,
950,
910,
860,
670,
890,
800,
860,
990,
660,
850,
840,
890,
960,
940,
810,
970,
840,
790,
980,
850,
730,
890,
570,
910,
1010,
780,
920,
670,
750,
820,
980,
1000,
970,
800,
860,
710,
1100,
860,
820,
920,
860,
870,
720,
1050,
620,
810,
790,
760,
440,
750,
730,
640,
770,
1000,
1020,
640,
760,
730,
850,
700,
670,
860,
970,
890,
690,
700,
890,
820,
1010,
660,
820,
1050,
920,
710,
730,
720,
800,
800,
850,
860,
1190,
1010,
790,
870,
770,
940,
930,
820,
1180,
780,
810,
760,
680,
710,
720,
790,
850,
670,
830,
810,
810,
1080,
760,
790,
830,
1060,
980,
840,
800,
1090,
920,
1010,
770,
1100,
780,
770,
780,
870,
700,
880,
1190,
820,
940,
830,
680,
770,
820,
740,
700,
980,
940,
700,
820,
1010,
860,
640,
750,
990,
1000,
990,
800,
720,
920,
1090,
880,
610,
850,
740,
1040,
830,
810,
860,
1260,
700,
910,
760,
810,
930,
930,
980,
940,
760,
1050,
840,
970,
770,
760,
850,
760,
870,
760,
570,
1080,
620,
900,
930,
1130,
800,
940,
760,
660,
800,
940,
770,
700,
980,
680,
830,
990,
940,
750,
910,
1000,
970,
790,
620,
810,
900,
820,
800,
780,
980,
890,
960,
570,
910,
1130,
750,
670,
1030,
950,
880,
1080,
910,
1040,
1010,
960,
1100,
690,
1080,
1010,
1060,
700,
850,
750,
930,
790,
800,
750,
940,
770,
570,
1020,
720,
620,
640,
630,
890,
770,
820,
720,
850,
780,
840,
790,
650,
540,
990,
850,
930,
680,
1150,
960,
860,
910,
740,
820,
1020,
740,
660,
610,
1040,
750,
680,
1130,
850,
840,
800,
650,
780,
890,
610,
700,
950,
810,
960,
890,
1170,
850,
690,
890,
830,
770,
710,
1030,
590,
880,
1020,
1060,
820,
870,
880,
680,
740,
1100,
810,
760,
1070,
840,
1110,
730,
1020,
790,
1140,
830,
940,
670,
710,
1100,
710,
620,
830,
1080,
1100,
720,
790,
670,
